,id,Name,Year,Rating,Genre,Actors,Director,One-line
1142,1142,Bay of Angels,1963,7.3,"Drama, Romance            ","['Jeanne Moreau', 'Claude Mann', 'Paul Guers', 'Henri Nassiet']",Jacques Demy,"Jean is a clerk in a bank. His colleague Caron is a gambler and gives him the virus. In the casinos, Jean meets Jackie. Their love affair will follow their luck at the roulette."
1143,1143,Stranger Than Paradise,1984,7.4,"Comedy, Drama            ","['John Lurie', 'Eszter Balint', 'Richard Edson', 'Cecillia Stark']",Jim Jarmusch,"A New Yorker's life is thrown into a tailspin when his younger cousin surprise-visits him, starting a strange, unpredictable adventure."
1144,1144,Neseli Günler,1978,8.7,"Comedy, Drama, Family            ","['Münir Özkul', 'Adile Nasit', 'Sener Sen', 'Aysen Gruda']",Orhan Aksoy,A mid-aged couple with 6 kids who are running a pickle shop gets divorced with 3 kids each. The family members find each other years later with a funny story.
1145,1145,The Look of Silence,2014,8.3,"Documentary, Biography, History            ","['Adi Rukun', 'M.Y. Basrun', 'Volker Hanisch', 'Amir Hasan']",Joshua Oppenheimer,A family that survived the genocide in Indonesia confronts the men who killed one of their brothers.
1146,1146,House,1977,7.3,"Comedy, Horror            ","['Kimiko Ikegami', 'Miki Jinbo', 'Kumiko Ôba', 'Ai Matsubara']",Nobuhiko Ôbayashi,"A schoolgirl and six of her classmates travel to her aunt's country home, which turns out to be haunted."
1147,1147,The Body Snatcher,1945,7.3,"Horror, Thriller            ","['Boris Karloff', 'Bela Lugosi', 'Henry Daniell', 'Edith Atwater']",Robert Wise,A ruthless doctor and his young prize student find themselves continually harassed by their murderous supplier of illegal cadavers.
1148,1148,An Affair to Remember,1957,7.4,"Drama, Romance            ","['Cary Grant', 'Deborah Kerr', 'Richard Denning', 'Neva Patterson']",Leo McCarey,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?
1149,1149,3 Godfathers,1948,7,"Drama, Western            ","['John Wayne', 'Pedro Armendáriz', 'Harry Carey Jr.', 'Ward Bond']",John Ford,Three outlaws on the run risk their freedom and their lives to return a newborn to civilization.
1150,1150,Children of Heaven,1997,8.2,"Drama, Family, Sport            ","['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi']",Majid Majidi,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
1151,1151,The Talk of the Town,1942,7.5,"Comedy, Drama, Romance            ","['Cary Grant', 'Jean Arthur', 'Ronald Colman', 'Edgar Buchanan']",George Stevens,An escaped prisoner has to prove his innocence to a stuffy law professor with the help of a spirited school teacher.
1152,1152,The King and I,1956,7.4,"Biography, Drama, Musical            ","['Yul Brynner', 'Deborah Kerr', 'Rita Moreno', 'Martin Benson']",Walter Lang,A widow accepts a job as a live-in governess to the King of Siam's children.
1153,1153,Scum,1979,7.6,"Crime, Drama            ","['Ray Winstone', 'Mick Ford', 'Julian Firth', 'John Blundell']",Alan Clarke,An uncompromising story of life in a British juvenile offender institution in the '70s.
1154,1154,The Go-Between,1971,7.2,"Drama, Romance            ","['Julie Christie', 'Alan Bates', 'Dominic Guard', 'Margaret Leighton']",Joseph Losey,A tale of torrid and forbidden love between a couple in the English countryside.
1155,1155,Arrebato,1979,6.8,"Drama, Fantasy, Horror            ","['Eusebio Poncela', 'Cecilia Roth', 'Will More', 'Marta Fernández Muro']",Iván Zulueta,A low budget horror filmmaker gets in touch with an eccentric who is trying to film his consciousness during drug abuse.
1156,1156,Deewaar,1975,8,"Action, Crime, Drama            ","['Amitabh Bachchan', 'Shashi Kapoor', 'Nirupa Roy', 'Parveen Babi']",Yash Chopra,"Vijay struggles as a dockworker and eventually becomes a leading figure of the underworld, while his younger brother Ravi is an educated, upright policeman. This divide causes problems in their relationship."
1157,1157,"The Devil, Probably",1977,7.1,Drama            ,"['Antoine Monnier', 'Tina Irissari', 'Henri de Maublanc', 'Laetitia Carcano']",Robert Bresson,"Charles drifts through politics, religion and psychoanalysis, rejecting them all. Once he realises the depth of his disgust with the moral and physical decline of the society he lives in, ...                <a href=""/title/tt0075938/plotsummary"">See full summary</a> »"
1158,1158,Finding Nemo,2003,8.2,"Animation, Adventure, Comedy            ","['Lee Unkrich', 'Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']",Andrew Stanton,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
1159,1159,Jezebel,1938,7.4,"Drama, Romance            ","['Bette Davis', 'Henry Fonda', 'George Brent', 'Margaret Lindsay']",William Wyler,"In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back."
1160,1160,Shock Corridor,1963,7.3,"Drama, Mystery            ","['Peter Breck', 'Constance Towers', 'Gene Evans', 'James Best']",Samuel Fuller,"Bent on winning a Pulitzer Prize, a journalist commits himself to a mental institution to solve a strange and unclear murder."
1161,1161,Caché,2005,7.3,"Drama, Mystery, Thriller            ","['Daniel Auteuil', 'Juliette Binoche', 'Maurice Bénichou', 'Annie Girardot']",Michael Haneke,A married couple is terrorized by a series of surveillance videotapes left on their front porch.
1162,1162,The Straight Story,1999,8,"Biography, Drama            ","['Richard Farnsworth', 'Sissy Spacek', 'Jane Galloway Heitz', 'Joseph A. Carpenter']",David Lynch,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
1163,1163,The Champ,I 1931,7.3,"Drama, Family, Sport            ","['Wallace Beery', 'Jackie Cooper', 'Irene Rich', 'Roscoe Ates']",King Vidor,An alcoholic ex-boxer struggles to provide a good living for his son.
1164,1164,The Match Factory Girl,1990,7.5,"Comedy, Crime, Drama            ","['Kati Outinen', 'Elina Salo', 'Esko Nikkari', 'Vesa Vierikko']",Aki Kaurismäki,"A woman's terribly dull life is upended by a one-night stand pregnancy, causing her to seek retribution."
1165,1165,Black Cat,1968,7.7,"Drama, Horror            ","['Kichiemon Nakamura', 'Nobuko Otowa', 'Kei Satô', 'Rokkô Toura']",Kaneto Shindô,Two women are raped and killed by samurai soldiers. Soon they reappear as vengeful ghosts who seduce and brutally murder the passing samurai.
1166,1166,The Passion of Anna,1969,7.6,Drama            ,"['Liv Ullmann', 'Bibi Andersson', 'Max von Sydow', 'Erland Josephson']",Ingmar Bergman,A recently divorced man meets an emotionally devastated widow and they begin a love affair.
1167,1167,The Worst Person in the World,2021,7.7,"Comedy, Drama, Romance            ","['Renate Reinsve', 'Anders Danielsen Lie', 'Herbert Nordrum', 'Hans Olav Brenner']",Joachim Trier,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is."
1168,1168,Dead End,1937,7.2,"Crime, Drama, Film-Noir            ","['Sylvia Sidney', 'Joel McCrea', 'Humphrey Bogart', 'Wendy Barrie']",William Wyler,"The lives of a young man, a young woman, an infamous gangster, and a group of street kids converge one day in a volatile New York City slum."
1169,1169,Un borghese piccolo piccolo,1977,7.8,"Comedy, Crime, Drama            ","['Alberto Sordi', 'Shelley Winters', 'Vincenzo Crocitti', 'Renzo Carboni']",Mario Monicelli,A meek middle-aged man finally takes justice into his own hands.
1170,1170,A Dog's Will,2000,8.6,"Comedy, Drama, Fantasy            ","['Matheus Nachtergaele', 'Selton Mello', 'Rogério Cardoso', 'Denise Fraga']",Guel Arraes,Follows the lives of 2 poor Brazilians and their schemes to get money and the consequences of their actions.
1171,1171,Hobson's Choice,1954,7.7,"Comedy, Drama, Romance            ","['Charles Laughton', 'John Mills', 'Brenda de Banzie', 'Daphne Anderson']",David Lean,"Widower Henry Hobson refuses to let his three daughters get married because he doesn't want to pay settlements, so they'll just have to outsmart him."
1172,1172,Mr. Klein,1976,7.5,"Crime, Drama, Mystery            ","['Alain Delon', 'Jeanne Moreau', 'Francine Bergé', 'Juliet Berto']",Joseph Losey,"In German-occupied Paris, an immoral art dealer, Robert Klein, leads a life of luxury, until a copy of a Jewish newspaper brings him to the attention of the police, linking him with a mysterious doppelgänger. Will Mr. Klein clear his name?"
1173,1173,Requiem for a Heavyweight,1962,7.8,"Drama, Sport            ","['Anthony Quinn', 'Jackie Gleason', 'Mickey Rooney', 'Julie Harris']",Ralph Nelson,"Knockout performances by Anthony Quinn, Jackie Gleason, Mickey Rooney and Julie Harris highlight this hard-hitting drama of corruption in the ring. Featuring Muhammad Ali."
1174,1174,The Search,1948,7.8,"Drama, War            ","['Montgomery Clift', 'Ivan Jandl', 'Aline MacMahon', 'Wendell Corey']",Fred Zinnemann,"In post-war Berlin, an American private helps a lost Czech boy find his mother."
1175,1175,35 Up,1991 TV Movie,8.1,"Documentary, Biography, Romance            ","['Bruce Balden', 'Jacqueline Bassett', 'Symon Basterfield', 'Andrew Brackfield']",Michael Apted,Director Michael Apted interviews the same group of British-born adults after a seven-year wait as to the changes that have occurred in their lives during the last seven years.
1176,1176,The Damned,1969,7.4,"Drama, War            ","['Dirk Bogarde', 'Ingrid Thulin', 'Helmut Griem', 'Helmut Berger']",Luchino Visconti,"The dramatic collapse of a wealthy, industrialist/Junker family during the reign of the Third Reich."
1177,1177,The Shootist,1976,7.6,"Drama, Romance, Western            ","['John Wayne', 'Lauren Bacall', 'Ron Howard', 'James Stewart']",Don Siegel,A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.
1178,1178,Django Unchained,2012,8.5,"Drama, Western            ","['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington']",Quentin Tarantino,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
1179,1179,Love in the Afternoon,1972,7.6,"Comedy, Drama, Romance            ","['Bernard Verley', 'Zouzou', 'Françoise Verley', 'Daniel Ceccaldi']",Éric Rohmer,"Though he has an adoring wife, a bourgeois man is still tempted to pursue other women."
1180,1180,"Lacombe, Lucien",1974,7.6,"Drama, War            ","['Pierre Blaise', 'Aurore Clément', 'Holger Löwenadler', 'Therese Giehse']",Louis Malle,"In 1944, an 18-year-old boy from small-town France collaborates with the Gestapo and subsequently falls in love with a Jewish girl."
1181,1181,Lion of the Desert,1980,8.2,"Biography, Drama, History            ","['Anthony Quinn', 'Oliver Reed', 'Rod Steiger', 'Irene Papas']",Moustapha Akkad,"In 1929, Italian Fascist dictator Benito Mussolini appoints General Rodolfo Graziani as colonial governor to Italian Libya with orders to stamp-out all resistance from Libyan nationalists led by rebel guerrilla leader Omar Mukhtar."
1182,1182,Shakespeare in Love,1998,7.1,"Comedy, Drama, History            ","['Gwyneth Paltrow', 'Joseph Fiennes', 'Geoffrey Rush', 'Tom Wilkinson']",John Madden,"The world's greatest ever playwright, <a href=""/name/nm0000636"">William Shakespeare</a>, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays."
1183,1183,Get Carter,1971,7.3,"Action, Crime, Thriller            ","['Michael Caine', 'Ian Hendry', 'Britt Ekland', 'John Osborne']",Mike Hodges,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate."
1184,1184,The Pride of the Yankees,1942,7.6,"Biography, Drama, Romance            ","['Gary Cooper', 'Teresa Wright', 'Babe Ruth', 'Walter Brennan']",Sam Wood,"The story of the life and career of famed baseball player <a href=""/name/nm0311801"">Lou Gehrig</a>."
1185,1185,Alice in Wonderland,1951,7.3,"Animation, Adventure, Comedy            ","['Wilfred Jackson', 'Hamilton Luske', 'Jack Kinney', 'Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn', 'Sterling Holloway']",Clyde Geronimi,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.
1186,1186,Three Colors: White,1994,7.6,"Comedy, Drama, Romance            ","['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos', 'Jerzy Stuhr']",Krzysztof Kieslowski,"After his wife divorces him, a Polish immigrant plots to get even with her."
1187,1187,The Confession,1970,7.8,"Drama, Thriller            ","['Yves Montand', 'Simone Signoret', 'Gabriele Ferzetti', 'Michel Vitold']",Costa-Gavras,A high-ranking official is forced to confess to high treason.
1188,1188,Angel's Egg,1985 Video,7.5,"Animation, Drama, Fantasy            ","['Mako Hyôdô', 'Jinpachi Nezu', 'Keiichi Noda']",Mamoru Oshii,"A mysterious young girl wanders a desolate, otherworldly landscape, carrying a large egg."
1189,1189,A Time to Love and a Time to Die,1958,7.6,"Drama, Romance, War            ","['John Gavin', 'Liselotte Pulver', 'Jock Mahoney', 'Don DeFore']",Douglas Sirk,"On the Russian front in 1944, German private Ernst Graeber receives a leave and visits his family in Germany but Germany isn't the same country he left behind."
1190,1190,Nothing Sacred,1937,6.9,"Comedy, Drama, Fantasy            ","['Carole Lombard', 'Fredric March', 'Charles Winninger', 'Walter Connolly']",William A. Wellman,"An eccentric woman learns she is not dying of radium poisoning as earlier assumed, but when she meets a reporter looking for a story, she feigns sickness again for her own profit."
1191,1191,Toy Story 2,1999,7.9,"Animation, Adventure, Comedy            ","['Ash Brannon', 'Lee Unkrich', 'Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Kelsey Grammer']",John Lasseter,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
1192,1192,Donnie Darko,2001,8,"Drama, Mystery, Sci-Fi            ","['Jake Gyllenhaal', 'Jena Malone', 'Mary McDonnell', 'Holmes Osborne']",Richard Kelly,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
1193,1193,Gilda,1946,7.6,"Drama, Film-Noir, Romance            ","['Rita Hayworth', 'Glenn Ford', 'George Macready', 'Joseph Calleia']",Charles Vidor,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.
1194,1194,Downfall,2004,8.2,"Biography, Drama, History            ","['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes', 'Juliane Köhler']",Oliver Hirschbiegel,"<a href=""/name/nm0432622"">Traudl Junge</a>, the final secretary for <a href=""/name/nm0386944"">Adolf Hitler</a>, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
1195,1195,I... For Icarus,1979,7.9,"Crime, Drama, Mystery            ","['Yves Montand', 'Michel Albertini', 'Roland Amstutz', 'Jean-Pierre Bagot']",Henri Verneuil,"Conspiracy thriller inspired by the conspiracy theories surrounding the assassination of JFK. After a fictional president is assassinated, a determined, tough prosecutor investigates the emerging conspiracy behind it."
1196,1196,There Was a Father,1942,7.6,Drama            ,"['Chishû Ryû', 'Shûji Sano', 'Shin Saburi', 'Takeshi Sakamoto']",Yasujirô Ozu,"A schoolteacher struggles to raise his son Ryohei by himself, having neither money nor future prospects."
1197,1197,Shoplifters,2018,7.9,"Crime, Drama, Thriller            ","['Lily Franky', 'Sakura Andô', 'Kirin Kiki', 'Mayu Matsuoka']",Kore-eda Hirokazu,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence."
1198,1198,Hands Over the City,1963,7.6,Drama            ,"['Rod Steiger', 'Salvo Randone', 'Guido Alberti', 'Marcello Cannavale']",Francesco Rosi,"Prior to a city council election, the collapse of a building leaves a land developer and his political backers defending themselves against a scandal."
1199,1199,Microcosmos,1996,7.9,Documentary            ,"['Marie Pérennou', 'Kristin Scott Thomas', 'Jacques Perrin']",Claude Nuridsany,A documentary on insect life in meadows and ponds.
1200,1200,Malcolm X,1992,7.7,"Biography, Drama, History            ","['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']",Spike Lee,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination."
1201,1201,The Age of Innocence,1993,7.2,"Drama, Romance            ","['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Linda Faye Farkas']",Martin Scorsese,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin."
1202,1202,The Beaches of Agnès,2008,8,"Documentary, Biography            ","['Agnès Varda', 'André Lubrano', 'Blaise Fournier', 'Vincent Fournier']",Agnès Varda,"Agnès Varda explores her memories, mostly chronologically, with photographs, film clips, interviews, reenactments, and droll, playful contemporary scenes of her narrating her story."
1203,1203,Perfect Blue,1997,8,"Animation, Crime, Drama            ","['Junko Iwao', 'Rica Matsumoto', 'Shinpachi Tsuji', 'Masaaki Ôkura']",Satoshi Kon,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
1204,1204,Death in Venice,1971,7.4,"Drama, Romance            ","['Dirk Bogarde', 'Romolo Valli', 'Mark Burns', 'Nora Ricci']",Luchino Visconti,"While recovering in Venice, sickly composer Gustav von Aschenbach becomes dangerously fixated with teenager Tadzio."
1205,1205,Manon of the Spring,1986,8,Drama            ,"['Yves Montand', 'Emmanuelle Béart', 'Daniel Auteuil', 'Hippolyte Girardot']",Claude Berri,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.
1206,1206,Woman of the Year,1942,7.1,"Comedy, Drama, Romance            ","['Spencer Tracy', 'Katharine Hepburn', 'Fay Bainter', 'Reginald Owen']",George Stevens,"Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle."
1207,1207,Anbe Sivam,2003,8.6,"Adventure, Comedy, Drama            ","['Kamal Haasan', 'Madhavan', 'Kiran Rathod', 'Nassar']",Sundar C.,"Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate."
1208,1208,Some Came Running,1958,7.2,"Drama, Romance            ","['Frank Sinatra', 'Dean Martin', 'Shirley MacLaine', 'Martha Hyer']",Vincente Minnelli,A veteran returns home to deal with family secrets and small-town scandals.
1209,1209,Out of the Blue,1980,7.2,Drama            ,"['Linda Manz', 'Dennis Hopper', 'Sharon Farrell', 'Don Gordon']",Dennis Hopper,A young girl whose father is an ex-convict and whose mother is a junkie finds it difficult to conform and tries to find comfort in a quirky combination of Elvis and the punk scene.
1210,1210,Mister Roberts,1955,7.6,"Comedy, Drama, War            ","['Mervyn LeRoy', 'Joshua Logan', 'Henry Fonda', 'James Cagney', 'William Powell', 'Jack Lemmon']",John Ford,"In the waning days of World War II, the cargo officer of a Navy supply ship chafes at its role far from the action in the Pacific's backwater areas, his frustration rising when its captain denies the crew liberty over petty irritations."
1211,1211,A Short Film About Love,1988,8.1,"Drama, Romance            ","['Grazyna Szapolowska', 'Olaf Lubaszenko', 'Stefania Iwinska', 'Piotr Machalica']",Krzysztof Kieslowski,"A naive inexperienced young man spies on a woman who lives across the courtyard, and falls in love with her. He starts using tricks which he hopes will lead to them meeting."
1212,1212,Police Story,1985,7.5,"Action, Comedy, Crime            ","['Chi-Hwa Chen', 'Jackie Chan', 'Maggie Cheung', 'Brigitte Lin', 'Yuen Chor']",Jackie Chan,A virtuous Hong Kong Police Officer must clear his good name when the drug lord he is after frames him for the murder of a dirty cop.
1213,1213,The Wind Will Carry Us,1999,7.4,Drama            ,"['Behzad Dorani', 'Noghre Asadi', 'Roushan Karam Elmi', 'Bahman Ghobadi']",Abbas Kiarostami,Irreverent city engineer Behzad comes to a rural village in Iran to keep vigil for a dying relative. In the meanwhile the film follows his efforts to fit in with the local community and how he changes his own attitudes as a result.
1214,1214,When We Were Kings,1996,7.9,"Documentary, Sport            ","['Muhammad Ali', 'George Foreman', 'Don King', 'James Brown']",Leon Gast,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, <a href=""/name/nm0286040"">George Foreman</a>, and the underdog challenger, <a href=""/name/nm0000738"">Muhammad Ali</a>."
1215,1215,Time to Love,1965,7.9,"Drama, Romance            ","['Müsfik Kenter', 'Sema Özcan', 'Süleyman Tekcan', 'Fadil Garan']",Metin Erksan,A poor painter falls in love with a photograph of a woman while at work in one of the massive villas on Istanbul's Princes' Islands.
1216,1216,Shine,1996,7.6,"Biography, Drama, Music            ","['Geoffrey Rush', 'Armin Mueller-Stahl', 'Justin Braine', 'Sonia Todd']",Scott Hicks,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
1217,1217,Traffic,2000,7.6,"Crime, Drama, Thriller            ","['Michael Douglas', 'Benicio Del Toro', 'Catherine Zeta-Jones', 'Jacob Vargas']",Steven Soderbergh,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
1218,1218,For Sama,2019,8.5,"Documentary, Biography, War            ","['Edward Watts', 'Waad Al-Kateab', 'Sama Al-Khateab', 'Hamza Al-Khateab', 'Afra']",Waad Al-Kateab,FOR SAMA is both an intimate and epic journey into the female experience of war.
1219,1219,Prince of the City,1981,7.4,"Crime, Drama            ","['Treat Williams', 'Jerry Orbach', 'Richard Foronjy', 'Don Billett']",Sidney Lumet,"A New York City narcotics detective reluctantly agrees to cooperate with a special commission investigating police corruption, and soon realises he's in over his head, and nobody can be trusted."
